"Module"	"Gene"	"V3_gene"	"V5_gene"	"V3_all_term_ids"	"V3_all_term_names"	"V5_all_term_ids"	"V5_all_term_names"	"V3_Pfam"	"V3_PANTHER"	"V5_Pfam"	"V5_PANTHER"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"
"M2"	"VIT_18s0001g08810"	"Vitvi18g02636"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR33526 ('OS07G0123800 PROTEIN', '1.1E-41', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_03s0097g00240"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_14s0006g00070"	"Vitvi14g02770"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_13s0064g00830"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_13s0064g00350"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_06s0004g05070"	"Vitvi06g00500"	NA	"24; 24.2; 24.2.11; 24.2.11.1"	"Solute transport; Solute transport.carrier-mediated transport; Solute transport.carrier-mediated transport.ZIP family; Solute transport.carrier-mediated transport.ZIP family.metal cation transporter (ZIP)"	""	""	"PF02535 ('ZIP Zinc transporter-Zinc/iron permease', '5.4E-45', 'Pfam')"	"PTHR11040 ('ZINC/IRON TRANSPORTER', '9.7E-59', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_18s0117g00040"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_18s0041g00670"	"Vitvi18g03112"	"Vitvi05_01chr18g30290"	"24; 24.2; 24.2.2; 24.2.2.9"	"Solute transport; Solute transport.carrier-mediated transport; Solute transport.carrier-mediated transport.MFS superfamily; Solute transport.carrier-mediated transport.MFS superfamily.anion transporter (NRT1/PTR)"	"24; 24.2; 24.2.2; 24.2.2.9"	"mapman:Solute transport; mapman:Solute transport.carrier-mediated transport; mapman:Solute transport.carrier-mediated transport.MFS superfamily; mapman:Solute transport.carrier-mediated transport.MFS superfamily.anion transporter *(NRT1/PTR)"	"PF00854 ('POT family-Proton-dependent oligopeptide transporter family', '1.0E-90', 'Pfam')"	"PTHR11654 ('OLIGOPEPTIDE TRANSPORTER-RELATED', '0.0', 'PANTHER')"	"PF00854 ('POT family-Proton-dependent oligopeptide transporter family', '1.0E-90', 'Pfam')"	"PTHR11654 ('OLIGOPEPTIDE TRANSPORTER-RELATED', '0.0', 'PANTHER')"	"chr18"	30540848	30544848
"M2"	"VIT_12s0035g00750"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_19s0090g01380"	"Vitvi19g02041"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_03s0097g00160"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_14s0030g02020"	"Vitvi14g02663"	"Vitvi05_01chr14g07890"	"50; 50.1; 50.1.1"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.1 oxidoreductase acting on CH-OH group of donor"	"50; 50.1; 50.1.1"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-1 oxidoreductase acting on CH-OH group of donor"	"PF00248 ('Aldo/keto reductase family-NADP-dependent oxidoreductase domain', '3.8E-76', 'Pfam')"	"PTHR43625 ('AFLATOXIN B1 ALDEHYDE REDUCTASE-Aldo/Keto Reductase', '0.0', 'PANTHER')"	"PF00248 ('Aldo/keto reductase family-NADP-dependent oxidoreductase domain', '3.8E-76', 'Pfam')"	"PTHR43625 ('AFLATOXIN B1 ALDEHYDE REDUCTASE-Aldo/Keto Reductase', '0.0', 'PANTHER')"	"chr14"	7051894	7060644
"M2"	"VIT_12s0035g01760"	"Vitvi12g02118"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_05s0020g00080"	"Vitvi05g01816"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR48319 ('CRANIOFACIAL DEVELOPMENT PROTEIN 1-SWR1-complex protein 5/Craniofacial development protein 1/2', '7.4E-9', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0823g00020"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_00s0566g00010"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_03s0088g00060"	"Vitvi03g00700"	"Vitvi05_01chr03g10790"	"50; 50.1; 50.1.3"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.3 oxidoreductase acting on CH-CH group of donor"	"50; 50.1; 50.1.3"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-3 oxidoreductase acting on CH-CH group of donor"	"PF05368 ('NmrA-like family-NmrA-like domain', '2.5E-49', 'Pfam')"	"PTHR43349 ('PINORESINOL REDUCTASE-RELATED-NmrA-type oxidoreductase, Isoflavone reductase subfamily', '1.4E-110', 'PANTHER')"	"PF05368 ('NmrA-like family-NmrA-like domain', '2.5E-49', 'Pfam')"	"PTHR43349 ('PINORESINOL REDUCTASE-RELATED-NmrA-type oxidoreductase, Isoflavone reductase subfamily', '1.4E-110', 'PANTHER')"	"chr03"	8091006	8094641
"M2"	"VIT_00s0160g00130"	"Vitvi07g02830"	"Vitvi05_01chr07g16760"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR34792 ('OS02G0121500 PROTEIN-At1g75730-like', '4.5E-28', 'PANTHER')"	""	""	"chr07"	17305241	17310805
"M2"	"VIT_19s0085g00920"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_18s0117g00070"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_06s0009g00980"	"Vitvi06g00984"	"Vitvi05_01chr06g14240"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF07859 ('alpha/beta hydrolase fold-Alpha/beta hydrolase fold-3', '4.6E-58', 'Pfam')"	"PTHR23024 ('ARYLACETAMIDE DEACETYLASE-Diverse Carboxylesterases and Gibberellin Receptors', '6.9E-74', 'PANTHER')"	"PF07859 ('alpha/beta hydrolase fold-Alpha/beta hydrolase fold-3', '4.6E-58', 'Pfam')"	"PTHR23024 ('ARYLACETAMIDE DEACETYLASE-Diverse Carboxylesterases and Gibberellin Receptors', '6.9E-74', 'PANTHER')"	"chr06"	15302093	15303553
"M2"	"VIT_12s0035g00730"	NA	"Vitvi05_01chr12g20980"	""	""	""	""	NA	NA	""	""	"chr12"	22213528	22214897
"M2"	"VIT_14s0068g00120"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_03s0038g04330"	"Vitvi03g01479"	"Vitvi05_01chr03g04830"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR33172 ('OS08G0516900 PROTEIN-Oxidative Stress Response Regulator', '4.1E-21', 'PANTHER')"	""	""	"chr03"	3124688	3125926
"M2"	"VIT_13s0067g02040"	"Vitvi13g02260"	"Vitvi05_01chr13g18170"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF16987 ('KIX domain-Mediator complex subunit 15, KIX domain', '4.2E-31', 'Pfam'); PF16987 ('KIX domain-Mediator complex subunit 15, KIX domain', '5.0E-31', 'Pfam')"	"PTHR33137 ('MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 15A-RELATED-Mediator of RNA polymerase II transcription subunit 15a/b/c-like', '4.3E-40', 'PANTHER'); PTHR33137 ('MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 15A-RELATED-Mediator of RNA polymerase II transcription subunit 15a/b/c-like', '3.2E-40', 'PANTHER')"	"PF16987 ('KIX domain-Mediator complex subunit 15, KIX domain', '5.0E-31', 'Pfam')"	"PTHR33137 ('MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 15A-RELATED-Mediator of RNA polymerase II transcription subunit 15a/b/c-like', '4.3E-40', 'PANTHER')"	"chr13"	19575414	19584285
"M2"	"VIT_00s0184g00220"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_18s0001g09900"	"Vitvi18g02673"	"Vitvi05_01chr18g11110"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	""	""	"chr18"	8242914	8244043
"M2"	"VIT_00s0346g00050"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_00s0324g00070"	"Vitvi07g01395"	"Vitvi05_01chr07g23270"	"50; 50.2; 50.2.4"	"Enzyme classification; Enzyme classification.EC_2 transferases; Enzyme classification.EC_2 transferases.EC_2.4 glycosyltransferase"	"50; 50.2; 50.2.4"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-4 glycosyltransferase"	"PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '4.6E-25', 'Pfam')"	"PTHR11926 ('GLUCOSYL/GLUCURONOSYL TRANSFERASES', '0.0', 'PANTHER')"	"PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '4.6E-25', 'Pfam')"	"PTHR11926 ('GLUCOSYL/GLUCURONOSYL TRANSFERASES', '0.0', 'PANTHER')"	"chr07"	23789165	23792367
"M2"	"VIT_13s0019g02190"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_00s0463g00030"	"Vitvi10g00274"	NA	"24; 24.1; 24.1.2; 24.1.2.2; 24.1.2.2.2"	"Solute transport; Solute transport.primary active transport; Solute transport.primary active transport.P-type ATPase superfamily; Solute transport.primary active transport.P-type ATPase superfamily.P2 family; Solute transport.primary active transport.P-type ATPase superfamily.P2 family.P2B-type calcium cation-transporting ATPase (ACA)"	""	""	"PF00122 ('E1-E2 ATPase', '6.3E-13', 'Pfam'); PF00689 ('Cation transporting ATPase, C-terminus-Cation-transporting P-type ATPase, C-terminal', '6.5E-30', 'Pfam')"	"PTHR24093 ('CATION TRANSPORTING ATPASE', '0.0', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0487g00050"	NA	"Vitvi05_01chr07g22070"	""	""	"26; 26.10; 26.10.2; 26.10.2.1; 26.10.2.1.3"	"mapman:External stimuli response; mapman:External stimuli response.pathogen; mapman:External stimuli response.pathogen.effector-triggered immunity (ETI) machinery; mapman:External stimuli response.pathogen.effector-triggered immunity (ETI) machinery.TNL-mediated effector-triggered immunity; mapman:External stimuli response.pathogen.effector-triggered immunity (ETI) machinery.TNL-mediated effector-triggered immunity.regulatory protein *(NRG)"	NA	NA	"PF00931 ('NB-ARC domain-NB-ARC', '6.9E-23', 'Pfam'); PF00931 ('NB-ARC domain-NB-ARC', '5.9E-23', 'Pfam'); PF05659 ('Arabidopsis broad-spectrum mildew resistance protein RPW8-Powdery mildew resistance protein, RPW8 domain', '6.9E-34', 'Pfam'); PF05659 ('Arabidopsis broad-spectrum mildew resistance protein RPW8-Powdery mildew resistance protein, RPW8 domain', '6.1E-34', 'Pfam')"	"PTHR36766 ('PLANT BROAD-SPECTRUM MILDEW RESISTANCE PROTEIN RPW8-Disease resistance protein RGA2/3-like', '0.0', 'PANTHER'); PTHR36766 ('PLANT BROAD-SPECTRUM MILDEW RESISTANCE PROTEIN RPW8-Disease resistance protein RGA2/3-like', '2.9E-172', 'PANTHER')"	"chr07"	22687525	22691636
"M2"	"VIT_09s0002g07190"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_18s0117g00060"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_13s0139g00200"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_19s0135g00060"	"Vitvi19g01394"	"Vitvi05_01chr19g15540"	"4; 4.2; 4.2.6; 4.2.6.2"	"Amino acid metabolism; Amino acid metabolism.degradation; Amino acid metabolism.degradation.cysteine; Amino acid metabolism.degradation.cysteine.sulfur dioxygenase"	"4; 4.6; 4.6.6; 4.6.6.2; 50; 50.3; 50.3.1"	"mapman:Amino acid metabolism; mapman:Amino acid metabolism.amino acid degradation; mapman:Amino acid metabolism.amino acid degradation.cysteine degradation; mapman:Amino acid metabolism.amino acid degradation.cysteine degradation.sulfur dioxygenase; mapman:Enzyme classification; mapman:Enzyme classification.EC_3 hydrolases; mapman:Enzyme classification.EC_3 hydrolases.EC_3-1 hydrolase acting on ester bond"	"PF00753 ('Metallo-beta-lactamase superfamily-Metallo-beta-lactamase', '1.0E-10', 'Pfam')"	"PTHR43084 ('PERSULFIDE DIOXYGENASE ETHE1-Mitochondrial Persulfide Dioxygenase', '2.7E-125', 'PANTHER')"	"PF00753 ('Metallo-beta-lactamase superfamily-Metallo-beta-lactamase', '3.4E-10', 'Pfam'); PF00753 ('Metallo-beta-lactamase superfamily-Metallo-beta-lactamase', '1.0E-10', 'Pfam')"	"PTHR43084 ('PERSULFIDE DIOXYGENASE ETHE1-Mitochondrial Persulfide Dioxygenase', '8.0E-121', 'PANTHER'); PTHR43084 ('PERSULFIDE DIOXYGENASE ETHE1-Mitochondrial Persulfide Dioxygenase', '2.7E-125', 'PANTHER')"	"chr19"	14381530	14387508
"M2"	"VIT_13s0019g02660"	"Vitvi13g02012"	"Vitvi05_01chr13g05860"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR37078 ('WAK_ASSOC DOMAIN-CONTAINING PROTEIN', '1.9E-27', 'PANTHER')"	""	"PTHR37078 ('WAK_ASSOC DOMAIN-CONTAINING PROTEIN', '1.9E-27', 'PANTHER')"	"chr13"	4004093	4005280
"M2"	"VIT_18s0041g00870"	"Vitvi18g02024"	"Vitvi05_01chr18g30500"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF16900 ('Replication protein A OB domain-Replication protein A, OB domain', '1.9E-9', 'Pfam')"	"PTHR22715 ('TRANSFORMING GROWTH FACTOR BETA REGULATED GENE 1-Transforming growth factor beta regulator 1', '6.9E-24', 'PANTHER')"	"PF16900 ('Replication protein A OB domain-Replication protein A, OB domain', '5.2E-10', 'Pfam'); PF16900 ('Replication protein A OB domain-Replication protein A, OB domain', '1.9E-9', 'Pfam')"	"PTHR23273 ('REPLICATION FACTOR A 1, RFA1-Replication factor A protein 1', '8.5E-18', 'PANTHER'); PTHR22715 ('TRANSFORMING GROWTH FACTOR BETA REGULATED GENE 1-Transforming growth factor beta regulator 1', '6.9E-24', 'PANTHER')"	"chr18"	30733518	30736171
"M2"	"VIT_00s0160g00110"	"Vitvi07g02832"	"Vitvi05_01chr07g16750"	"35; 35.1; 35.2"	"not assigned; not assigned.annotated; not assigned.not annotated"	""	""	"PF13855 ('Leucine rich repeat-Leucine-rich repeat', '2.1E-4', 'Pfam'); PF20160 ('C-JID domain-C-JID domain', '6.7E-10', 'Pfam')"	"PTHR16083 ('LEUCINE RICH REPEAT CONTAINING PROTEIN', '9.5E-50', 'PANTHER')"	"PF13855 ('Leucine rich repeat-Leucine-rich repeat', '4.6E-4', 'Pfam'); PF20160 ('C-JID domain-C-JID domain', '1.7E-9', 'Pfam'); PF20160 ('C-JID domain-C-JID domain', '1.0E-9', 'Pfam'); PF00931 ('NB-ARC domain-NB-ARC', '1.1E-27', 'Pfam')"	"PTHR45752 ('LEUCINE-RICH REPEAT-CONTAINING-Leucine-rich repeat and signaling effector domain-containing protein', '2.3E-58', 'PANTHER'); PTHR11017 ('LEUCINE-RICH REPEAT-CONTAINING PROTEIN-Disease resistance protein, plants', '1.2E-150', 'PANTHER')"	"chr07"	17298646	17303564
"M2"	"VIT_19s0014g05400"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_12s0055g00440"	"Vitvi12g02582"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_07s0005g00540"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_02s0025g03910"	"Vitvi02g01391"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_01s0011g05060"	"Vitvi01g00433"	"Vitvi05_01chr01g06570"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00407 ('Pathogenesis-related protein Bet v 1 family-Bet v I/Major latex protein', '3.6E-34', 'Pfam')"	"PTHR31907 ('MLP-LIKE PROTEIN 423-MLP-like hydrophobic ligand-binding', '1.4E-41', 'PANTHER')"	"PF00407 ('Pathogenesis-related protein Bet v 1 family-Bet v I/Major latex protein', '3.6E-34', 'Pfam')"	"PTHR31907 ('MLP-LIKE PROTEIN 423-MLP-like hydrophobic ligand-binding', '1.4E-41', 'PANTHER')"	"chr01"	4683285	4684750
"M2"	"VIT_16s0039g01920"	"Vitvi16g01449"	"Vitvi05_01chr16g02080"	"15; 15.5; 15.5.2; 15.5.2.1"	"RNA biosynthesis; RNA biosynthesis.transcriptional regulation; RNA biosynthesis.transcriptional regulation.MYB  transcription factor superfamily; RNA biosynthesis.transcriptional regulation.MYB  transcription factor superfamily.transcription factor (MYB)"	""	""	"PF13921 ('Myb-like DNA-binding domain', '1.6E-10', 'Pfam')"	"PTHR10641 ('MYB FAMILY TRANSCRIPTION FACTOR', '1.8E-30', 'PANTHER')"	"PF13921 ('Myb-like DNA-binding domain', '2.0E-10', 'Pfam')"	"PTHR10641 ('MYB FAMILY TRANSCRIPTION FACTOR', '1.9E-30', 'PANTHER')"	"chr16"	1876374	1879287
"M2"	"VIT_03s0038g01770"	"Vitvi03g01387"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_18s0076g00100"	"Vitvi18g02857"	NA	"21; 21.2; 21.2.1; 21.2.1.2; 21.2.1.2.1"	"Cell wall organisation; Cell wall organisation.hemicellulose; Cell wall organisation.hemicellulose.xyloglucan; Cell wall organisation.hemicellulose.xyloglucan.modification and degradation; Cell wall organisation.hemicellulose.xyloglucan.modification and degradation.xyloglucan O-acetyltransferase (AXY9)"	""	""	"PF13041 ('PPR repeat family-Pentatricopeptide repeat', '4.9E-13', 'Pfam')"	"PTHR47942 ('TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN-RELATED-Pentatricopeptide/CCM1 RNA-binding', '1.1E-14', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_05s0094g01250"	"Vitvi05g01674"	"Vitvi05_01chr05g26200"	"50; 50.1; 50.1.3"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.3 oxidoreductase acting on CH-CH group of donor"	"50; 50.1; 50.1.3"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-3 oxidoreductase acting on CH-CH group of donor"	"PF16884 ('N-terminal domain of oxidoreductase-Oxidoreductase, N-terminal domain', '3.1E-4', 'Pfam'); PF00107 ('Zinc-binding dehydrogenase-Alcohol dehydrogenase-like, C-terminal', '1.8E-16', 'Pfam')"	"PTHR43205 ('PROSTAGLANDIN REDUCTASE-Medium-chain dehydrogenase/reductase', '7.9E-130', 'PANTHER')"	"PF00107 ('Zinc-binding dehydrogenase-Alcohol dehydrogenase-like, C-terminal', '3.0E-16', 'Pfam'); PF00107 ('Zinc-binding dehydrogenase-Alcohol dehydrogenase-like, C-terminal', '8.1E-17', 'Pfam'); PF16884 ('N-terminal domain of oxidoreductase-Oxidoreductase, N-terminal domain', '2.6E-4', 'Pfam')"	"PTHR43205 ('PROSTAGLANDIN REDUCTASE-Medium-chain dehydrogenase/reductase', '0.0', 'PANTHER'); PTHR43205 ('PROSTAGLANDIN REDUCTASE-Medium-chain dehydrogenase/reductase', '1.6E-101', 'PANTHER')"	"chr05"	26413540	26416681
"M2"	"VIT_00s0203g00210"	"Vitvi10g00353"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF00643 ('B-box zinc finger-B-box-type zinc finger', '0.0077', 'Pfam')"	"PTHR31717 ('ZINC FINGER PROTEIN CONSTANS-LIKE 10', '4.6E-24', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0184g00200"	"Vitvi07g02429"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_01s0026g02270"	"Vitvi01g00989"	"Vitvi05_01chr01g14910"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF01657 ('Salt stress response/antifungal-Gnk2-homologous domain', '2.7E-7', 'Pfam'); PF01657 ('Salt stress response/antifungal-Gnk2-homologous domain', '1.2E-6', 'Pfam')"	"PTHR32080 ('ANTIFUNGAL PROTEIN GINKBILOBIN-2-LIKE-Cell-to-cell trafficking and antifungal protein', '2.8E-33', 'PANTHER')"	"PF01657 ('Salt stress response/antifungal-Gnk2-homologous domain', '2.7E-7', 'Pfam'); PF01657 ('Salt stress response/antifungal-Gnk2-homologous domain', '1.2E-6', 'Pfam')"	"PTHR32080 ('ANTIFUNGAL PROTEIN GINKBILOBIN-2-LIKE-Cell-to-cell trafficking and antifungal protein', '2.8E-33', 'PANTHER')"	"chr01"	12063750	12065262
"M2"	"VIT_07s0151g00400"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_02s0025g04890"	"Vitvi02g01416"	NA	"50; 50.1; 50.1.13"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen"	""	""	"PF00067 ('Cytochrome P450-Cytochrome P450', '4.6E-53', 'Pfam')"	"PTHR47950 ('CYTOCHROME P450, FAMILY 76, SUBFAMILY C, POLYPEPTIDE 5-RELATED', '2.3E-95', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_17s0053g00970"	"Vitvi17g01247"	"Vitvi05_01chr17g18230"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	""	""	"chr17"	19501316	19506184
"M2"	"VIT_05s0094g01120"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_18s0117g00050"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_16s0013g01720"	"Vitvi16g01698"	"Vitvi05_01chr16g06630"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	""	""	""	""	"chr16"	7444420	7446036
"M2"	"VIT_00s0160g00310"	"Vitvi07g02814"	NA	"26; 26.8; 26.8.2; 26.8.2.1"	"External stimuli response; External stimuli response.pathogen; External stimuli response.pathogen.effector-triggered immunity (ETI) network; External stimuli response.pathogen.effector-triggered immunity (ETI) network.effector receptor (NLR)"	""	""	"PF01582 ('TIR domain-Toll/interleukin-1 receptor homology (TIR) domain', '1.5E-50', 'Pfam')"	"PTHR32009 ('TMV RESISTANCE PROTEIN N-LIKE', '7.0E-72', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_14s0068g00130"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_10s0116g00040"	"Vitvi10g00001"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_09s0018g00780"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_12s0028g01210"	"Vitvi12g00106"	"Vitvi05_01chr12g01840"	"15; 15.1; 15.1.6; 15.1.6.4"	"RNA biosynthesis; RNA biosynthesis.DNA-dependent RNA polymerase (Pol) complexes; RNA biosynthesis.DNA-dependent RNA polymerase (Pol) complexes.Pol I-V shared regulatory components; RNA biosynthesis.DNA-dependent RNA polymerase (Pol) complexes.Pol I-V shared regulatory components.subunit 6"	"15; 15.1; 15.1.6; 15.1.6.1"	"mapman:RNA biosynthesis; mapman:RNA biosynthesis.DNA-dependent RNA polymerase complexes; mapman:RNA biosynthesis.DNA-dependent RNA polymerase complexes.RNA polymerase I/II/III/IV/V shared components; mapman:RNA biosynthesis.DNA-dependent RNA polymerase complexes.RNA polymerase I/II/III/IV/V shared components.component *(NRP-ABCDE6)"	"PF01192 ('RNA polymerase Rpb6-RNA polymerase, subunit omega/Rpo6/RPB6', '3.3E-9', 'Pfam')"	"PTHR47227 ('DNA-DIRECTED RNA POLYMERASE SUBUNIT K', '5.5E-56', 'PANTHER')"	"PF01192 ('RNA polymerase Rpb6-RNA polymerase, subunit omega/Rpo6/RPB6', '3.3E-9', 'Pfam')"	"PTHR47227 ('DNA-DIRECTED RNA POLYMERASE SUBUNIT K', '5.5E-56', 'PANTHER')"	"chr12"	1854648	1860461
"M2"	"VIT_03s0038g00220"	"Vitvi03g00015"	"Vitvi05_01chr03g00190"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF14008 ('Iron/zinc purple acid phosphatase-like protein C-Iron/zinc purple acid phosphatase-like C-terminal domain', '7.1E-17', 'Pfam'); PF16656 ('Purple acid Phosphatase, N-terminal domain-Purple acid phosphatase, N-terminal', '6.3E-17', 'Pfam'); PF00149 ('Calcineurin-like phosphoesterase-Calcineurin-like phosphoesterase domain, ApaH type', '1.1E-21', 'Pfam')"	"PTHR22953 ('ACID PHOSPHATASE RELATED-Purple acid phosphatase-like', '0.0', 'PANTHER')"	"PF14008 ('Iron/zinc purple acid phosphatase-like protein C-Iron/zinc purple acid phosphatase-like C-terminal domain', '7.1E-17', 'Pfam'); PF16656 ('Purple acid Phosphatase, N-terminal domain-Purple acid phosphatase, N-terminal', '6.3E-17', 'Pfam'); PF00149 ('Calcineurin-like phosphoesterase-Calcineurin-like phosphoesterase domain, ApaH type', '1.1E-21', 'Pfam')"	"PTHR22953 ('ACID PHOSPHATASE RELATED-Purple acid phosphatase-like', '0.0', 'PANTHER')"	"chr03"	164953	168534
