Transcript	Gene
Vitvi05_01chr08g20710_t002	Vitvi05_01chr08g20710
Vitvi05_01chr08g20710_t003	Vitvi05_01chr08g20710
Vitvi05_01chr08g20710_t001	Vitvi05_01chr08g20710
Vitvi05_01chr08g20720_t001	Vitvi05_01chr08g20720
Vitvi05_01chr08g20730_t001	Vitvi05_01chr08g20730
Vitvi05_01chr08g20740_t001	Vitvi05_01chr08g20740
Vitvi05_01chr08g20750_t001	Vitvi05_01chr08g20750
Vitvi05_01chr08g20760_t001	Vitvi05_01chr08g20760
Vitvi05_01chr08g20770_t001	Vitvi05_01chr08g20770
Vitvi05_01chr08g20780_t001	Vitvi05_01chr08g20780
Vitvi05_01chr08g20790_t001	Vitvi05_01chr08g20790
Vitvi05_01chr08g20800_t001	Vitvi05_01chr08g20800
Vitvi05_01chr08g20810_t001	Vitvi05_01chr08g20810
Vitvi05_01chr08g20820_t001	Vitvi05_01chr08g20820
Vitvi05_01chr08g20830_t001	Vitvi05_01chr08g20830
Vitvi05_01chr08g20840_t001	Vitvi05_01chr08g20840
Vitvi05_01chr08g20840_t002	Vitvi05_01chr08g20840
Vitvi05_01chr08g20850_t002	Vitvi05_01chr08g20850
Vitvi05_01chr08g20850_t001	Vitvi05_01chr08g20850
Vitvi05_01chr08g20860_t001	Vitvi05_01chr08g20860
Vitvi05_01chr08g20870_t001	Vitvi05_01chr08g20870
Vitvi05_01chr08g20880_t001	Vitvi05_01chr08g20880
Vitvi05_01chr08g20890_t001	Vitvi05_01chr08g20890
Vitvi05_01chr08g20890_t002	Vitvi05_01chr08g20890
Vitvi05_01chr08g20900_t001	Vitvi05_01chr08g20900
Vitvi05_01chr08g20910_t001	Vitvi05_01chr08g20910
Vitvi05_01chr08g20920_t001	Vitvi05_01chr08g20920
Vitvi05_01chr08g20930_t001	Vitvi05_01chr08g20930
Vitvi05_01chr08g20940_t001	Vitvi05_01chr08g20940
Vitvi05_01chr08g20950_t001	Vitvi05_01chr08g20950
Vitvi05_01chr08g20960_t001	Vitvi05_01chr08g20960
Vitvi05_01chr08g20960_t002	Vitvi05_01chr08g20960
Vitvi05_01chr08g20970_t001	Vitvi05_01chr08g20970
Vitvi05_01chr08g20980_t001	Vitvi05_01chr08g20980
Vitvi05_01chr08g20990_t001	Vitvi05_01chr08g20990
Vitvi05_01chr08g21000_t001	Vitvi05_01chr08g21000
Vitvi05_01chr08g21010_t002	Vitvi05_01chr08g21010
Vitvi05_01chr08g21010_t001	Vitvi05_01chr08g21010
Vitvi05_01chr08g21020_t001	Vitvi05_01chr08g21020
Vitvi05_01chr08g21030_t002	Vitvi05_01chr08g21030
Vitvi05_01chr08g21030_t001	Vitvi05_01chr08g21030
Vitvi05_01chr08g21040_t001	Vitvi05_01chr08g21040
Vitvi05_01chr08g21050_t001	Vitvi05_01chr08g21050
Vitvi05_01chr08g21060_t001	Vitvi05_01chr08g21060
Vitvi05_01chr08g21070_t001	Vitvi05_01chr08g21070
Vitvi05_01chr08g21080_t002	Vitvi05_01chr08g21080
Vitvi05_01chr08g21080_t001	Vitvi05_01chr08g21080
Vitvi05_01chr08g21090_t002	Vitvi05_01chr08g21090
Vitvi05_01chr08g21090_t001	Vitvi05_01chr08g21090
Vitvi05_01chr08g21100_t001	Vitvi05_01chr08g21100
Vitvi05_01chr08g21110_t001	Vitvi05_01chr08g21110
Vitvi05_01chr08g21120_t001	Vitvi05_01chr08g21120
Vitvi05_01chr08g21130_t001	Vitvi05_01chr08g21130
Vitvi05_01chr08g21140_t001	Vitvi05_01chr08g21140
Vitvi05_01chr08g21150_t001	Vitvi05_01chr08g21150
Vitvi05_01chr08g21160_t001	Vitvi05_01chr08g21160
Vitvi05_01chr08g21170_t001	Vitvi05_01chr08g21170
Vitvi05_01chr08g21180_t001	Vitvi05_01chr08g21180
Vitvi05_01chr08g21190_t001	Vitvi05_01chr08g21190
Vitvi05_01chr08g21200_t001	Vitvi05_01chr08g21200
Vitvi05_01chr08g21210_t001	Vitvi05_01chr08g21210
Vitvi05_01chr08g21220_t001	Vitvi05_01chr08g21220
Vitvi05_01chr08g21230_t001	Vitvi05_01chr08g21230
Vitvi05_01chr08g21240_t001	Vitvi05_01chr08g21240
Vitvi05_01chr08g21250_t001	Vitvi05_01chr08g21250
Vitvi05_01chr08g21260_t001	Vitvi05_01chr08g21260
Vitvi05_01chr08g21270_t002	Vitvi05_01chr08g21270
Vitvi05_01chr08g21270_t001	Vitvi05_01chr08g21270
Vitvi05_01chr08g21280_t001	Vitvi05_01chr08g21280
Vitvi05_01chr08g21290_t001	Vitvi05_01chr08g21290
Vitvi05_01chr08g21300_t001	Vitvi05_01chr08g21300
Vitvi05_01chr08g21310_t001	Vitvi05_01chr08g21310
Vitvi05_01chr08g21320_t001	Vitvi05_01chr08g21320
Vitvi05_01chr08g21330_t001	Vitvi05_01chr08g21330
Vitvi05_01chr08g21340_t001	Vitvi05_01chr08g21340
Vitvi05_01chr08g21350_t001	Vitvi05_01chr08g21350
Vitvi05_01chr08g21360_t001	Vitvi05_01chr08g21360
Vitvi05_01chr08g21370_t001	Vitvi05_01chr08g21370
Vitvi05_01chr08g21380_t001	Vitvi05_01chr08g21380
Vitvi05_01chr08g21390_t002	Vitvi05_01chr08g21390
Vitvi05_01chr08g21390_t001	Vitvi05_01chr08g21390
Vitvi05_01chr08g21390_t003	Vitvi05_01chr08g21390
Vitvi05_01chr08g21400_t001	Vitvi05_01chr08g21400
Vitvi05_01chr08g21410_t002	Vitvi05_01chr08g21410
Vitvi05_01chr08g21410_t001	Vitvi05_01chr08g21410
Vitvi05_01chr08g21420_t001	Vitvi05_01chr08g21420
Vitvi05_01chr08g21430_t001	Vitvi05_01chr08g21430
Vitvi05_01chr08g21440_t001	Vitvi05_01chr08g21440
Vitvi05_01chr08g21440_t002	Vitvi05_01chr08g21440
Vitvi05_01chr08g21450_t002	Vitvi05_01chr08g21450
Vitvi05_01chr08g21450_t001	Vitvi05_01chr08g21450
Vitvi05_01chr08g21460_t001	Vitvi05_01chr08g21460
Vitvi05_01chr08g21470_t001	Vitvi05_01chr08g21470
Vitvi05_01chr08g21470_t002	Vitvi05_01chr08g21470
Vitvi05_01chr08g21480_t001	Vitvi05_01chr08g21480
Vitvi05_01chr08g21490_t001	Vitvi05_01chr08g21490
Vitvi05_01chr08g21500_t001	Vitvi05_01chr08g21500
Vitvi05_01chr08g21510_t001	Vitvi05_01chr08g21510
Vitvi05_01chr08g21520_t001	Vitvi05_01chr08g21520
Vitvi05_01chr08g21530_t001	Vitvi05_01chr08g21530
Vitvi05_01chr08g21540_t002	Vitvi05_01chr08g21540
Vitvi05_01chr08g21540_t001	Vitvi05_01chr08g21540
Vitvi05_01chr08g21550_t001	Vitvi05_01chr08g21550
Vitvi05_01chr08g21560_t001	Vitvi05_01chr08g21560
Vitvi05_01chr08g21570_t001	Vitvi05_01chr08g21570
Vitvi05_01chr08g21580_t002	Vitvi05_01chr08g21580
Vitvi05_01chr08g21580_t001	Vitvi05_01chr08g21580
Vitvi05_01chr08g21580_t003	Vitvi05_01chr08g21580
Vitvi05_01chr08g21590_t001	Vitvi05_01chr08g21590
Vitvi05_01chr08g21600_t001	Vitvi05_01chr08g21600
Vitvi05_01chr08g21610_t001	Vitvi05_01chr08g21610
Vitvi05_01chr08g21620_t001	Vitvi05_01chr08g21620
Vitvi05_01chr08g21630_t001	Vitvi05_01chr08g21630
Vitvi05_01chr08g21640_t001	Vitvi05_01chr08g21640
Vitvi05_01chr08g21650_t002	Vitvi05_01chr08g21650
Vitvi05_01chr08g21650_t001	Vitvi05_01chr08g21650
Vitvi05_01chr08g21660_t001	Vitvi05_01chr08g21660
Vitvi05_01chr08g21670_t002	Vitvi05_01chr08g21670
Vitvi05_01chr08g21670_t001	Vitvi05_01chr08g21670
Vitvi05_01chr08g21680_t001	Vitvi05_01chr08g21680
Vitvi05_01chr08g21690_t001	Vitvi05_01chr08g21690
Vitvi05_01chr08g21690_t002	Vitvi05_01chr08g21690
Vitvi05_01chr08g21700_t001	Vitvi05_01chr08g21700
Vitvi05_01chr08g21710_t001	Vitvi05_01chr08g21710
Vitvi05_01chr08g21720_t001	Vitvi05_01chr08g21720
Vitvi05_01chr08g21730_t001	Vitvi05_01chr08g21730
Vitvi05_01chr08g21740_t001	Vitvi05_01chr08g21740
Vitvi05_01chr08g21750_t001	Vitvi05_01chr08g21750
Vitvi05_01chr08g21760_t001	Vitvi05_01chr08g21760
Vitvi05_01chr08g21770_t001	Vitvi05_01chr08g21770
Vitvi05_01chr08g21780_t001	Vitvi05_01chr08g21780
Vitvi05_01chr08g21790_t001	Vitvi05_01chr08g21790
Vitvi05_01chr08g21800_t001	Vitvi05_01chr08g21800
Vitvi05_01chr08g21810_t001	Vitvi05_01chr08g21810
Vitvi05_01chr08g21820_t001	Vitvi05_01chr08g21820
Vitvi05_01chr08g21830_t001	Vitvi05_01chr08g21830
Vitvi05_01chr08g21840_t001	Vitvi05_01chr08g21840
Vitvi05_01chr08g21850_t001	Vitvi05_01chr08g21850
Vitvi05_01chr08g21860_t001	Vitvi05_01chr08g21860
Vitvi05_01chr08g21870_t001	Vitvi05_01chr08g21870
Vitvi05_01chr08g21880_t001	Vitvi05_01chr08g21880
Vitvi05_01chr08g21890_t001	Vitvi05_01chr08g21890
Vitvi05_01chr08g21900_t001	Vitvi05_01chr08g21900
Vitvi05_01chr08g21910_t001	Vitvi05_01chr08g21910
Vitvi05_01chr08g21920_t001	Vitvi05_01chr08g21920
Vitvi05_01chr08g21930_t001	Vitvi05_01chr08g21930
Vitvi05_01chr08g21940_t001	Vitvi05_01chr08g21940
Vitvi05_01chr08g21950_t001	Vitvi05_01chr08g21950
Vitvi05_01chr08g21960_t001	Vitvi05_01chr08g21960
Vitvi05_01chr08g21970_t001	Vitvi05_01chr08g21970
Vitvi05_01chr08g21980_t001	Vitvi05_01chr08g21980
Vitvi05_01chr08g21990_t001	Vitvi05_01chr08g21990
Vitvi05_01chr08g22000_t001	Vitvi05_01chr08g22000
Vitvi05_01chr08g22010_t001	Vitvi05_01chr08g22010
Vitvi05_01chr08g22020_t001	Vitvi05_01chr08g22020
Vitvi05_01chr08g22030_t002	Vitvi05_01chr08g22030
Vitvi05_01chr08g22030_t001	Vitvi05_01chr08g22030
Vitvi05_01chr08g22040_t002	Vitvi05_01chr08g22040
Vitvi05_01chr08g22040_t001	Vitvi05_01chr08g22040
Vitvi05_01chr08g22050_t001	Vitvi05_01chr08g22050
Vitvi05_01chr08g22060_t001	Vitvi05_01chr08g22060
Vitvi05_01chr08g22070_t001	Vitvi05_01chr08g22070
Vitvi05_01chr08g22080_t001	Vitvi05_01chr08g22080
Vitvi05_01chr08g22090_t001	Vitvi05_01chr08g22090
Vitvi05_01chr08g22100_t001	Vitvi05_01chr08g22100
Vitvi05_01chr08g22110_t001	Vitvi05_01chr08g22110
Vitvi05_01chr08g22120_t001	Vitvi05_01chr08g22120
Vitvi05_01chr08g22130_t001	Vitvi05_01chr08g22130
Vitvi05_01chr08g22140_t001	Vitvi05_01chr08g22140
Vitvi05_01chr08g22140_t002	Vitvi05_01chr08g22140
Vitvi05_01chr08g22140_t003	Vitvi05_01chr08g22140
Vitvi05_01chr08g22150_t002	Vitvi05_01chr08g22150
Vitvi05_01chr08g22150_t001	Vitvi05_01chr08g22150
Vitvi05_01chr08g22160_t001	Vitvi05_01chr08g22160
Vitvi05_01chr08g22170_t001	Vitvi05_01chr08g22170
Vitvi05_01chr08g22180_t001	Vitvi05_01chr08g22180
Vitvi05_01chr08g22190_t001	Vitvi05_01chr08g22190
Vitvi05_01chr08g22200_t001	Vitvi05_01chr08g22200
Vitvi05_01chr08g22210_t001	Vitvi05_01chr08g22210
Vitvi05_01chr08g22220_t001	Vitvi05_01chr08g22220
Vitvi05_01chr08g22230_t001	Vitvi05_01chr08g22230
Vitvi05_01chr08g22240_t001	Vitvi05_01chr08g22240
Vitvi05_01chr08g22250_t001	Vitvi05_01chr08g22250
Vitvi05_01chr08g22260_t001	Vitvi05_01chr08g22260
Vitvi05_01chr08g22260_t002	Vitvi05_01chr08g22260
Vitvi05_01chr08g22270_t001	Vitvi05_01chr08g22270
Vitvi05_01chr08g22280_t001	Vitvi05_01chr08g22280
Vitvi05_01chr08g22290_t001	Vitvi05_01chr08g22290
Vitvi05_01chr08g22300_t001	Vitvi05_01chr08g22300
Vitvi05_01chr08g22310_t001	Vitvi05_01chr08g22310
Vitvi05_01chr08g22320_t001	Vitvi05_01chr08g22320
Vitvi05_01chr08g22330_t001	Vitvi05_01chr08g22330
Vitvi05_01chr08g22340_t001	Vitvi05_01chr08g22340
Vitvi05_01chr08g22350_t001	Vitvi05_01chr08g22350
Vitvi05_01chr08g22360_t001	Vitvi05_01chr08g22360
Vitvi05_01chr08g22370_t001	Vitvi05_01chr08g22370
Vitvi05_01chr08g22380_t001	Vitvi05_01chr08g22380
Vitvi05_01chr08g22390_t001	Vitvi05_01chr08g22390
Vitvi05_01chr08g22400_t001	Vitvi05_01chr08g22400
Vitvi05_01chr08g22410_t001	Vitvi05_01chr08g22410
Vitvi05_01chr08g22420_t001	Vitvi05_01chr08g22420
Vitvi05_01chr08g22430_t001	Vitvi05_01chr08g22430
Vitvi05_01chr08g22440_t001	Vitvi05_01chr08g22440
Vitvi05_01chr08g22450_t001	Vitvi05_01chr08g22450
Vitvi05_01chr08g22460_t001	Vitvi05_01chr08g22460
Vitvi05_01chr08g22470_t001	Vitvi05_01chr08g22470
Vitvi05_01chr08g22480_t001	Vitvi05_01chr08g22480
Vitvi05_01chr08g22490_t001	Vitvi05_01chr08g22490
Vitvi05_01chr08g22500_t001	Vitvi05_01chr08g22500
Vitvi05_01chr08g22510_t001	Vitvi05_01chr08g22510
Vitvi05_01chr08g22520_t001	Vitvi05_01chr08g22520
Vitvi05_01chr08g22530_t001	Vitvi05_01chr08g22530
Vitvi05_01chr08g22540_t001	Vitvi05_01chr08g22540
Vitvi05_01chr08g22550_t001	Vitvi05_01chr08g22550
Vitvi05_01chr08g22560_t001	Vitvi05_01chr08g22560
Vitvi05_01chr08g22570_t001	Vitvi05_01chr08g22570
Vitvi05_01chr08g22580_t002	Vitvi05_01chr08g22580
Vitvi05_01chr08g22580_t001	Vitvi05_01chr08g22580
Vitvi05_01chr08g22590_t001	Vitvi05_01chr08g22590
Vitvi05_01chr08g22600_t002	Vitvi05_01chr08g22600
Vitvi05_01chr08g22600_t001	Vitvi05_01chr08g22600
Vitvi05_01chr08g22610_t002	Vitvi05_01chr08g22610
Vitvi05_01chr08g22610_t001	Vitvi05_01chr08g22610
Vitvi05_01chr08g22620_t002	Vitvi05_01chr08g22620
Vitvi05_01chr08g22620_t001	Vitvi05_01chr08g22620
Vitvi05_01chr08g22630_t001	Vitvi05_01chr08g22630
Vitvi05_01chr08g22640_t001	Vitvi05_01chr08g22640
Vitvi05_01chr08g22650_t001	Vitvi05_01chr08g22650
Vitvi05_01chr08g22660_t001	Vitvi05_01chr08g22660
Vitvi05_01chr08g22670_t002	Vitvi05_01chr08g22670
Vitvi05_01chr08g22670_t001	Vitvi05_01chr08g22670
Vitvi05_01chr08g22680_t001	Vitvi05_01chr08g22680
Vitvi05_01chr08g22690_t001	Vitvi05_01chr08g22690
Vitvi05_01chr08g22700_t001	Vitvi05_01chr08g22700
Vitvi05_01chr08g22710_t001	Vitvi05_01chr08g22710
Vitvi05_01chr08g22720_t001	Vitvi05_01chr08g22720
Vitvi05_01chr08g22730_t001	Vitvi05_01chr08g22730
Vitvi05_01chr08g22730_t002	Vitvi05_01chr08g22730
Vitvi05_01chr08g22740_t002	Vitvi05_01chr08g22740
Vitvi05_01chr08g22740_t001	Vitvi05_01chr08g22740
Vitvi05_01chr08g22750_t001	Vitvi05_01chr08g22750
Vitvi05_01chr08g22760_t001	Vitvi05_01chr08g22760
Vitvi05_01chr08g22770_t001	Vitvi05_01chr08g22770
Vitvi05_01chr08g22780_t001	Vitvi05_01chr08g22780
Vitvi05_01chr08g22780_t002	Vitvi05_01chr08g22780
Vitvi05_01chr08g22790_t001	Vitvi05_01chr08g22790
Vitvi05_01chr08g22800_t001	Vitvi05_01chr08g22800
Vitvi05_01chr08g22800_t002	Vitvi05_01chr08g22800
Vitvi05_01chr08g22810_t001	Vitvi05_01chr08g22810
Vitvi05_01chr08g22820_t001	Vitvi05_01chr08g22820
Vitvi05_01chr08g22830_t001	Vitvi05_01chr08g22830
Vitvi05_01chr08g22840_t001	Vitvi05_01chr08g22840
Vitvi05_01chr08g22850_t001	Vitvi05_01chr08g22850
Vitvi05_01chr08g22850_t002	Vitvi05_01chr08g22850
Vitvi05_01chr08g22860_t001	Vitvi05_01chr08g22860
Vitvi05_01chr08g22870_t001	Vitvi05_01chr08g22870
Vitvi05_01chr08g22880_t001	Vitvi05_01chr08g22880
Vitvi05_01chr08g22890_t001	Vitvi05_01chr08g22890
Vitvi05_01chr08g22900_t001	Vitvi05_01chr08g22900
Vitvi05_01chr08g22910_t001	Vitvi05_01chr08g22910
Vitvi05_01chr08g22920_t001	Vitvi05_01chr08g22920
Vitvi05_01chr08g22930_t001	Vitvi05_01chr08g22930
Vitvi05_01chr08g22940_t001	Vitvi05_01chr08g22940
Vitvi05_01chr08g22950_t001	Vitvi05_01chr08g22950
Vitvi05_01chr08g22960_t001	Vitvi05_01chr08g22960
Vitvi05_01chr08g22970_t001	Vitvi05_01chr08g22970
Vitvi05_01chr08g22980_t001	Vitvi05_01chr08g22980
Vitvi05_01chr08g22980_t002	Vitvi05_01chr08g22980
Vitvi05_01chr08g22990_t002	Vitvi05_01chr08g22990
Vitvi05_01chr08g22990_t001	Vitvi05_01chr08g22990
Vitvi05_01chr08g23000_t001	Vitvi05_01chr08g23000
Vitvi05_01chr08g23010_t002	Vitvi05_01chr08g23010
Vitvi05_01chr08g23010_t001	Vitvi05_01chr08g23010
Vitvi05_01chr08g23020_t001	Vitvi05_01chr08g23020
Vitvi05_01chr08g23030_t001	Vitvi05_01chr08g23030
Vitvi05_01chr08g23040_t001	Vitvi05_01chr08g23040
Vitvi05_01chr08g23050_t001	Vitvi05_01chr08g23050
Vitvi05_01chr08g23050_t002	Vitvi05_01chr08g23050
Vitvi05_01chr08g23060_t001	Vitvi05_01chr08g23060
Vitvi05_01chr08g23070_t001	Vitvi05_01chr08g23070
Vitvi05_01chr08g23080_t002	Vitvi05_01chr08g23080
Vitvi05_01chr08g23080_t001	Vitvi05_01chr08g23080
Vitvi05_01chr08g23090_t001	Vitvi05_01chr08g23090
Vitvi05_01chr08g23100_t001	Vitvi05_01chr08g23100
Vitvi05_01chr08g23110_t001	Vitvi05_01chr08g23110
Vitvi05_01chr08g23120_t001	Vitvi05_01chr08g23120
Vitvi05_01chr08g23130_t002	Vitvi05_01chr08g23130
Vitvi05_01chr08g23130_t001	Vitvi05_01chr08g23130
Vitvi05_01chr08g23140_t001	Vitvi05_01chr08g23140
Vitvi05_01chr08g23150_t001	Vitvi05_01chr08g23150
Vitvi05_01chr08g23160_t001	Vitvi05_01chr08g23160
Vitvi05_01chr08g23170_t001	Vitvi05_01chr08g23170
Vitvi05_01chr08g23180_t001	Vitvi05_01chr08g23180
Vitvi05_01chr08g23190_t001	Vitvi05_01chr08g23190
Vitvi05_01chr08g23200_t001	Vitvi05_01chr08g23200
Vitvi05_01chr08g23210_t001	Vitvi05_01chr08g23210
Vitvi05_01chr08g23220_t002	Vitvi05_01chr08g23220
Vitvi05_01chr08g23220_t001	Vitvi05_01chr08g23220
Vitvi05_01chr08g23230_t001	Vitvi05_01chr08g23230
Vitvi05_01chr08g23240_t001	Vitvi05_01chr08g23240
Vitvi05_01chr08g23250_t001	Vitvi05_01chr08g23250
Vitvi05_01chr08g23260_t001	Vitvi05_01chr08g23260
Vitvi05_01chr08g23270_t001	Vitvi05_01chr08g23270
Vitvi05_01chr08g23280_t001	Vitvi05_01chr08g23280
Vitvi05_01chr08g23290_t001	Vitvi05_01chr08g23290
Vitvi05_01chr08g23300_t002	Vitvi05_01chr08g23300
Vitvi05_01chr08g23300_t001	Vitvi05_01chr08g23300
Vitvi05_01chr08g23310_t001	Vitvi05_01chr08g23310
Vitvi05_01chr08g23320_t002	Vitvi05_01chr08g23320
Vitvi05_01chr08g23320_t001	Vitvi05_01chr08g23320
Vitvi05_01chr08g23330_t001	Vitvi05_01chr08g23330
Vitvi05_01chr08g23340_t001	Vitvi05_01chr08g23340
Vitvi05_01chr08g23350_t001	Vitvi05_01chr08g23350
Vitvi05_01chr08g23360_t001	Vitvi05_01chr08g23360
Vitvi05_01chr08g23370_t001	Vitvi05_01chr08g23370
Vitvi05_01chr08g23380_t001	Vitvi05_01chr08g23380
Vitvi05_01chr08g23390_t001	Vitvi05_01chr08g23390
Vitvi05_01chr08g23400_t001	Vitvi05_01chr08g23400
Vitvi05_01chr08g23410_t002	Vitvi05_01chr08g23410
Vitvi05_01chr08g23410_t001	Vitvi05_01chr08g23410
Vitvi05_01chr08g23420_t001	Vitvi05_01chr08g23420
Vitvi05_01chr08g23430_t001	Vitvi05_01chr08g23430
Vitvi05_01chr08g23430_t002	Vitvi05_01chr08g23430
Vitvi05_01chr08g23440_t001	Vitvi05_01chr08g23440
Vitvi05_01chr08g23450_t001	Vitvi05_01chr08g23450
Vitvi05_01chr08g23460_t002	Vitvi05_01chr08g23460
Vitvi05_01chr08g23460_t001	Vitvi05_01chr08g23460
Vitvi05_01chr08g23460_t003	Vitvi05_01chr08g23460
Vitvi05_01chr08g23470_t001	Vitvi05_01chr08g23470
Vitvi05_01chr08g23480_t001	Vitvi05_01chr08g23480
Vitvi05_01chr08g23490_t001	Vitvi05_01chr08g23490
Vitvi05_01chr08g23500_t001	Vitvi05_01chr08g23500
Vitvi05_01chr08g23510_t001	Vitvi05_01chr08g23510
Vitvi05_01chr08g23520_t001	Vitvi05_01chr08g23520
Vitvi05_01chr08g23530_t001	Vitvi05_01chr08g23530
Vitvi05_01chr08g23540_t002	Vitvi05_01chr08g23540
Vitvi05_01chr08g23540_t001	Vitvi05_01chr08g23540
Vitvi05_01chr08g23550_t001	Vitvi05_01chr08g23550
Vitvi05_01chr08g23550_t002	Vitvi05_01chr08g23550
Vitvi05_01chr08g23560_t001	Vitvi05_01chr08g23560
Vitvi05_01chr08g23570_t001	Vitvi05_01chr08g23570
Vitvi05_01chr08g23580_t001	Vitvi05_01chr08g23580
Vitvi05_01chr08g23590_t001	Vitvi05_01chr08g23590
Vitvi05_01chr08g23600_t001	Vitvi05_01chr08g23600
Vitvi05_01chr08g23610_t001	Vitvi05_01chr08g23610
Vitvi05_01chr08g23620_t001	Vitvi05_01chr08g23620
Vitvi05_01chr08g23630_t001	Vitvi05_01chr08g23630
Vitvi05_01chr08g23640_t002	Vitvi05_01chr08g23640
Vitvi05_01chr08g23640_t001	Vitvi05_01chr08g23640
Vitvi05_01chr08g23650_t001	Vitvi05_01chr08g23650
Vitvi05_01chr08g23660_t001	Vitvi05_01chr08g23660
Vitvi05_01chr08g23670_t001	Vitvi05_01chr08g23670
Vitvi05_01chr08g23680_t001	Vitvi05_01chr08g23680
Vitvi05_01chr08g23690_t001	Vitvi05_01chr08g23690
Vitvi05_01chr08g23690_t002	Vitvi05_01chr08g23690
Vitvi05_01chr08g23700_t001	Vitvi05_01chr08g23700
Vitvi05_01chr08g23710_t001	Vitvi05_01chr08g23710
Vitvi05_01chr08g23720_t002	Vitvi05_01chr08g23720
Vitvi05_01chr08g23720_t001	Vitvi05_01chr08g23720
Vitvi05_01chr08g23730_t001	Vitvi05_01chr08g23730
Vitvi05_01chr08g23740_t001	Vitvi05_01chr08g23740
Vitvi05_01chr08g23750_t001	Vitvi05_01chr08g23750
Vitvi05_01chr08g23760_t001	Vitvi05_01chr08g23760
Vitvi05_01chr08g23760_t002	Vitvi05_01chr08g23760
Vitvi05_01chr08g23770_t001	Vitvi05_01chr08g23770
Vitvi05_01chr08g23780_t001	Vitvi05_01chr08g23780
Vitvi05_01chr08g23790_t001	Vitvi05_01chr08g23790
Vitvi05_01chr08g23800_t001	Vitvi05_01chr08g23800
Vitvi05_01chr08g23810_t001	Vitvi05_01chr08g23810
Vitvi05_01chr08g23820_t002	Vitvi05_01chr08g23820
Vitvi05_01chr08g23820_t001	Vitvi05_01chr08g23820
Vitvi05_01chr08g23830_t001	Vitvi05_01chr08g23830
Vitvi05_01chr08g23840_t001	Vitvi05_01chr08g23840
Vitvi05_01chr08g23850_t001	Vitvi05_01chr08g23850
Vitvi05_01chr08g23860_t001	Vitvi05_01chr08g23860
Vitvi05_01chr08g23870_t002	Vitvi05_01chr08g23870
Vitvi05_01chr08g23870_t001	Vitvi05_01chr08g23870
Vitvi05_01chr08g23880_t002	Vitvi05_01chr08g23880
Vitvi05_01chr08g23880_t001	Vitvi05_01chr08g23880
Vitvi05_01chr08g23890_t002	Vitvi05_01chr08g23890
Vitvi05_01chr08g23890_t001	Vitvi05_01chr08g23890
Vitvi05_01chr08g23900_t001	Vitvi05_01chr08g23900
Vitvi05_01chr08g23910_t001	Vitvi05_01chr08g23910
Vitvi05_01chr08g23920_t001	Vitvi05_01chr08g23920
Vitvi05_01chr08g23930_t001	Vitvi05_01chr08g23930
Vitvi05_01chr08g23940_t001	Vitvi05_01chr08g23940
Vitvi05_01chr08g23950_t001	Vitvi05_01chr08g23950
Vitvi05_01chr08g23960_t001	Vitvi05_01chr08g23960
Vitvi05_01chr08g23970_t001	Vitvi05_01chr08g23970
Vitvi05_01chr08g23980_t001	Vitvi05_01chr08g23980
Vitvi05_01chr08g23980_t002	Vitvi05_01chr08g23980
Vitvi05_01chr08g23990_t001	Vitvi05_01chr08g23990
Vitvi05_01chr08g24000_t001	Vitvi05_01chr08g24000
Vitvi05_01chr08g24010_t001	Vitvi05_01chr08g24010
Vitvi05_01chr08g24020_t001	Vitvi05_01chr08g24020
Vitvi05_01chr08g24030_t001	Vitvi05_01chr08g24030
Vitvi05_01chr08g24040_t001	Vitvi05_01chr08g24040
Vitvi05_01chr08g24050_t001	Vitvi05_01chr08g24050
Vitvi05_01chr08g24060_t001	Vitvi05_01chr08g24060
Vitvi05_01chr08g24070_t002	Vitvi05_01chr08g24070
Vitvi05_01chr08g24070_t001	Vitvi05_01chr08g24070
Vitvi05_01chr08g24080_t002	Vitvi05_01chr08g24080
Vitvi05_01chr08g24080_t001	Vitvi05_01chr08g24080
Vitvi05_01chr08g24090_t001	Vitvi05_01chr08g24090
Vitvi05_01chr08g24100_t001	Vitvi05_01chr08g24100
Vitvi05_01chr08g24110_t001	Vitvi05_01chr08g24110
Vitvi05_01chr08g24120_t001	Vitvi05_01chr08g24120
Vitvi05_01chr08g24130_t002	Vitvi05_01chr08g24130
Vitvi05_01chr08g24130_t001	Vitvi05_01chr08g24130
Vitvi05_01chr08g24140_t001	Vitvi05_01chr08g24140
Vitvi05_01chr08g24150_t001	Vitvi05_01chr08g24150
Vitvi05_01chr08g24160_t001	Vitvi05_01chr08g24160
Vitvi05_01chr08g24170_t001	Vitvi05_01chr08g24170
Vitvi05_01chr08g24180_t001	Vitvi05_01chr08g24180
Vitvi05_01chr08g24190_t001	Vitvi05_01chr08g24190
Vitvi05_01chr08g24200_t001	Vitvi05_01chr08g24200
Vitvi05_01chr08g24210_t001	Vitvi05_01chr08g24210
Vitvi05_01chr08g24220_t001	Vitvi05_01chr08g24220
Vitvi05_01chr08g24230_t001	Vitvi05_01chr08g24230
Vitvi05_01chr08g24240_t001	Vitvi05_01chr08g24240
Vitvi05_01chr08g24250_t001	Vitvi05_01chr08g24250
Vitvi05_01chr08g24260_t001	Vitvi05_01chr08g24260
Vitvi05_01chr08g24270_t001	Vitvi05_01chr08g24270
